race_id,trio_key,group_market_p,group_hit,group_score_percentile,period,effective_group_odds
1220250818030006,3-5-6,0.019025082892474298,0,0.6571428571428571,2025_H2,52.56218885624763
1220250824010001,1-4-5,0.008394237704046001,0,0.2285714285714285,2025_H2,119.1293402994774
1220250824010007,4-6-7,0.0024467748660072,0,0.9714285714285714,2025_H2,408.70127198578854
1220250824020001,1-4-5,0.059021843042102604,0,0.2,2025_H2,16.942879931530783
1220250824020002,1-2-3,0.106655662672322,0,0.0285714285714285,2025_H2,9.375967247724091
1220250824020002,2-3-7,0.0165952181155429,0,0.7142857142857143,2025_H2,60.258322188812386
1220250824020007,4-6-7,0.018348135344494,0,0.9714285714285714,2025_H2,54.501451031648564
1220250824030001,1-2-3,0.1956278311500109,0,0.0285714285714285,2025_H2,5.111747107359086
1220250824030001,1-2-4,0.0196910623080562,0,0.0571428571428571,2025_H2,50.78446171951171
1220250824030001,1-3-5,0.09354402663553141,0,0.1714285714285714,2025_H2,10.690153459998308
1220250824030001,1-4-5,0.0091278126044726,0,0.3142857142857143,2025_H2,109.55527280544773
1220250824030002,1-2-3,0.0914767611026893,0,0.0285714285714285,2025_H2,10.931738158912594
1220250824030002,2-3-7,0.0027280716589421,0,0.7428571428571429,2025_H2,366.55928619843627
1220250824030007,4-6-7,0.0079562067852673,0,0.9714285714285714,2025_H2,125.68803539039787
1220250901010001,1-2-7,0.0100331473213308,0,0.2,2025_H2,99.66962190159087
1220250901010001,1-4-7,0.0123877216482093,0,0.4,2025_H2,80.72509444418736
1220250901010001,2-5-7,0.0044747830218008,0,0.7142857142857143,2025_H2,223.4745227037996
1220250901010001,4-5-7,0.003001983796591,0,0.8857142857142857,2025_H2,333.11305715093545
1220250901030002,1-3-7,0.0945034175576916,1,0.1142857142857142,2025_H2,10.581627901335198
1220250911020004,1-4-7,0.0222394605215591,0,0.4571428571428571,2025_H2,44.96511950146419
1220260504020003,1-2-3,0.015315860876099,0,0.2,2026_H1,65.29179182872699
1220260504020003,1-2-7,0.0042920931891314,0,0.6,2026_H1,232.98655363127662
1220260504020003,1-3-5,0.07172182615590239,0,0.0285714285714285,2026_H1,13.942757088006806
1220260504020003,1-5-7,0.0125380220316982,0,0.2571428571428571,2026_H1,79.75739693803648
1220260504020003,2-3-4,0.0087514193430383,0,0.3714285714285714,2026_H1,114.2671789342941
1220260504020003,2-4-7,0.0035240687693554,0,0.8,2026_H1,283.7629074369379
1220260504020003,3-4-5,0.0495949028929378,0,0.0857142857142857,2026_H1,20.163362395501284
1220260504020003,4-5-7,0.0093910877183496,0,0.4285714285714285,2026_H1,106.48393774941133
1320240202010005,1-2-3,0.0090132975721337,0,0.9142857142857144,2024_H1,110.94718575493253
1320240202010005,1-2-7,0.007428467965,0,0.5714285714285714,2024_H1,134.61725953609871
1320240202010005,2-3-5,0.018075491834134,0,0.3428571428571428,2024_H1,55.32352918395208
1320240202010005,2-5-7,0.016155391910834,0,0.0857142857142857,2024_H1,61.89883882231219
1320240301030001,2-3-5,0.0697101039592414,0,0.4,2024_H1,14.345122775669465
1320240301030001,2-4-5,0.0142745415370901,0,0.7,2024_H1,70.05478931856837
1320250104030002,1-2-3,0.0635235638222765,0,0.0285714285714285,2025_H1,15.742189824200624
1320250104030002,1-2-5,0.0553898849099098,0,0.0857142857142857,2025_H1,18.053837837476532
1320250104030002,2-3-7,0.0047277432578582,0,0.2285714285714285,2025_H1,211.51740808637481
1320250104030002,2-5-7,0.0060728999546344,0,0.3428571428571428,2025_H1,164.66597629965435
1320250104030004,1-3-7,0.0176609272964913,0,0.0285714285714285,2025_H1,56.62216842932535
1320250104030004,1-5-7,0.0082226739882361,0,0.0857142857142857,2025_H1,121.61493954772692
1320250124010012,2-4-7,0.0082003042906273,0,0.4,2025_H1,121.94669423950154
1320250124020007,2-4-7,0.035583273674603795,0,0.4571428571428571,2025_H1,28.10309161390375
1320250124020008,1-3-5,0.044618075871417404,0,0.0857142857142857,2025_H1,22.412441156849745
1320250124020008,1-5-7,0.0804920421211138,0,0.3142857142857143,2025_H1,12.423588390207966
1320250124030006,1-2-3,0.126113024467287,0,0.0285714285714285,2025_H1,7.929395113820256
1320250124030006,1-3-4,0.3398970510732942,0,0.3142857142857143,2025_H1,2.9420673019736308
1320250124030007,1-2-4,0.16056471654171078,0,0.0285714285714285,2025_H1,6.228018343869617
1320250124030007,2-4-7,0.023082379450387002,0,0.4571428571428571,2025_H1,43.32308989848245
1320250201020005,1-3-7,0.0111879570605311,0,0.4,2025_H1,89.38182320414889
1320250318010001,1-4-7,0.0173109352237417,0,0.2571428571428571,2025_H1,57.76695407123437
1320250428010003,1-2-3,0.040578372355737996,0,0.1142857142857142,2025_H1,24.643669569427537
1320250428010003,2-3-7,0.0359076834659822,0,0.2571428571428571,2025_H1,27.849192804302408
1320250428020005,3-5-7,0.0012673553281669302,0,0.9142857142857144,2025_H1,789.0446962860636
1320250428030002,2-5-7,0.3896685412592462,1,0.0857142857142857,2025_H1,2.5662836336965182
1320250629020009,1-2-3,0.0148832786565333,0,0.2857142857142857,2025_H1,67.18949655363947
1320250629020010,1-2-5,0.0119399366500499,0,0.6285714285714286,2025_H1,83.75253816742996
1320250629020010,2-4-5,0.0152731102182611,0,0.4571428571428571,2025_H1,65.47454877948584
1320250704010005,2-4-6,0.0029279693473536,0,0.9142857142857144,2025_H2,341.53363009207544
1320250804030002,1-2-4,0.2593671555742433,0,0.0285714285714285,2025_H2,3.8555382919860577
1320250804030002,1-2-7,0.0441539344081596,0,0.2,2025_H2,22.648038354996537
1320250804030004,3-6-7,0.018093303324714302,0,0.3714285714285714,2025_H2,55.26906734792113
2120250501030006,1-2-3,0.0469061567748494,0,0.1714285714285714,2025_H1,21.31916295764802
2120250501030006,2-3-7,0.17718411029465012,0,0.0285714285714285,2025_H1,5.643846947319598
2120250520020001,1-2-3,0.048446261166467205,0,0.0285714285714285,2025_H1,20.641427757735094
2120250520020001,1-3-4,0.0130394333847905,0,0.1428571428571428,2025_H1,76.69044892444663
2120250520020005,4-6-7,0.0017965216211601998,0,0.9428571428571428,2025_H1,556.6312078972902
2120250520030004,1-2-3,0.017374499835809,0,0.1142857142857142,2025_H1,57.55561365507576
2120250520030004,1-2-5,0.0053405759572331,0,0.3428571428571428,2025_H1,187.24572181126513
2120250520030004,1-3-6,0.0027029614307056,0,0.7714285714285715,2025_H1,369.96458352679974
2120250520030004,1-5-6,0.0015373390346191,0,0.9714285714285714,2025_H1,650.4746041576741
2120250520030004,2-3-4,0.1032271620479596,0,0.2,2025_H1,9.687372782130709
2120250520030004,2-3-7,0.0519968761131451,0,0.0285714285714285,2025_H1,19.231924583776955
2120250520030004,2-4-5,0.0216499886637348,0,0.4857142857142857,2025_H1,46.189400628881984
2120250520030004,2-5-7,0.0102115724004436,0,0.1428571428571428,2025_H1,97.92811143919022
2120250520030004,3-4-6,0.0187780223804195,0,0.8571428571428571,2025_H1,53.25374417716825
2120250520030004,3-6-7,0.0047371695875363,0,0.4571428571428571,2025_H1,211.096516922477
2120250520030004,4-5-6,0.008654642487195401,0,1.0,2025_H1,115.5449230259374
2120250520030004,5-6-7,0.0019892859895549,0,0.8,2025_H1,502.69292864408527
2120250618020007,2-3-4,0.0506129890880345,0,0.2285714285714285,2025_H1,19.75777400265047
2120250618020007,3-4-6,0.0068230153726144,0,0.7428571428571429,2025_H1,146.56276519817166
2120250721020004,1-3-4,0.015208824025329,0,0.3428571428571428,2025_H2,65.75130321283126
2120250721020004,3-4-5,0.0048853833053823,0,0.6571428571428571,2025_H2,204.6922293483676
2120250721030011,1-2-5,0.1610773080370034,0,0.0285714285714285,2025_H2,6.208199107538323
2120250821010004,1-2-5,0.0131758044452943,0,0.0857142857142857,2025_H2,75.89669413749891
2120250821010004,1-5-7,0.0043805190702899,0,0.4285714285714285,2025_H2,228.28344859455677
2120250821010004,2-4-5,0.0028580623996212,0,0.4857142857142857,2025_H2,349.88739228805406
2120250821010004,4-5-7,0.0012518819141458,0,0.9142857142857144,2025_H2,798.7973855204489
2120250821030004,1-2-5,0.0397578579119148,1,0.0857142857142857,2025_H2,25.152260522071934
2120250821030004,1-5-7,0.0048978394426803995,0,0.6857142857142857,2025_H2,204.1716580755735
2120250821030004,2-5-6,0.0116099591843455,0,0.4857142857142857,2025_H2,86.13294707774409
2120250821030004,5-6-7,0.0017094675391704,0,1.0,2025_H2,584.9774722749619
2120250903020003,2-3-7,0.0263355490744845,0,0.6571428571428571,2025_H2,37.971488544693436
2120250903020003,3-4-7,0.0085567816845498,0,0.6285714285714286,2025_H2,116.86636832228743
2120250914010005,1-2-6,0.0051260637888851,0,0.2,2025_H2,195.08145844152602
2120250914020005,1-2-6,0.0222582406789352,0,0.1714285714285714,2025_H2,44.927180652978656
2120250914020005,2-4-6,0.0055697170169902,0,0.4857142857142857,2025_H2,179.54233526578457
2120250914030005,1-2-6,0.1656841236029837,0,0.1714285714285714,2025_H2,6.0355813113163705
2120250914030005,2-4-6,0.020307759210428402,0,0.4857142857142857,2025_H2,49.242262016110665
2220240601040009,1-3-5,0.0130760789057724,0,0.0714285714285714,2024_H1,76.47552505656361
2220240601040009,1-3-8,0.0089063203768945,0,0.2857142857142857,2024_H1,112.2798145229854
2220240601040009,1-5-8,0.0044193438561781,0,0.3928571428571428,2024_H1,226.27793458570378
2220240601040009,3-5-8,0.0016971249777556,0,0.4880952380952381,2024_H1,589.2317967781441
2220240601040009,3-5-9,0.0205985884021937,0,0.1666666666666666,2024_H1,48.547015964137735
2220240601040009,3-8-9,0.0075496166993433,0,0.4166666666666667,2024_H1,132.4570557452254
2220240601040009,5-8-9,0.0010191234017720586,0,0.5357142857142857,2024_H1,981.2354404394928
2220240901020001,2-5-7,0.0130365594915567,0,0.5428571428571428,2024_H2,76.7073552379877
2220240901020004,1-2-4,0.0367777076285981,0,0.2857142857142857,2024_H2,27.190384188665604
2220240901020004,1-4-7,0.0190915592133824,0,0.7428571428571429,2024_H2,52.37916865894542
2220250101030010,2-3-5,0.0061376631796316,0,0.5714285714285714,2025_H1,162.9284583941641
2220250101030010,3-5-6,0.0016419646174042,0,1.0,2025_H1,609.0265218874881
2220250205010004,1-2-3,0.0852396919546057,0,0.0285714285714285,2025_H1,11.731623813616652
2220250205010004,1-2-7,0.0096507395534462,0,0.3428571428571428,2025_H1,103.61900188705312
2220250205020004,1-2-3,0.2388375730608393,0,0.0285714285714285,2025_H1,4.186945911333931
2220250205030004,1-2-3,0.0770524632787677,0,0.0285714285714285,2025_H1,12.978170423729416
2220250214010009,1-2-4,0.0089142773844108,0,0.0571428571428571,2025_H1,112.1795920047081
2220250214010009,1-4-7,0.0060518955970986,0,0.3428571428571428,2025_H1,165.2374836868336
2220250214020009,1-2-4,0.0293678359783565,0,0.0571428571428571,2025_H1,34.050857568701346
2220250214020009,2-4-6,0.0099030818841759,0,0.5428571428571428,2025_H1,100.97866620671859
2220250214030009,1-2-4,0.0249987646459811,0,0.0571428571428571,2025_H1,40.001976664105435
2220250214030009,2-4-5,0.009987858112547699,0,0.3714285714285714,2025_H1,100.12156647917382
2220250304020001,1-2-3,0.0574887118804014,0,0.0285714285714285,2025_H1,17.394719194272156
2220250304020001,2-3-4,0.0275498617970229,0,0.1428571428571428,2025_H1,36.29782273928003
2220250304030001,1-2-3,0.08782299163495509,0,0.0285714285714285,2025_H1,11.386539918346193
2220250304030001,1-3-6,0.0094469219521437,0,0.2285714285714285,2025_H1,105.85458470661754
2220250304030001,2-3-4,0.0226804874256114,0,0.1714285714285714,2025_H1,44.09076318486762
2220250304030001,3-4-6,0.0051804514830119,0,0.5714285714285714,2025_H1,193.03336847749082
2220250304030007,1-4-6,0.0292409941383335,0,0.2857142857142857,2025_H1,34.19856367636452
2220250321020009,1-3-4,0.0210452105855398,0,0.2,2025_H1,47.516749520534695
2220250321020009,1-4-7,0.171267443592037,0,0.3142857142857143,2025_H1,5.838821313769493
2220250321020009,3-4-5,0.0035172457811647,0,0.6571428571428571,2025_H1,284.3133696698501
2220250321020009,4-5-7,0.0048628532054269,0,0.7714285714285715,2025_H1,205.6405895378477
2220250321030009,1-2-3,0.0047024311664182,0,0.7714285714285715,2025_H1,212.65595701673843
2220250321030009,1-3-4,0.0168003633004266,0,0.1428571428571428,2025_H1,59.52252234775231
2220250620030002,1-4-7,0.42220399822431254,1,0.1714285714285714,2025_H1,2.368523283071115
2220250626010005,2-3-7,0.0105992530587848,0,0.3428571428571428,2025_H1,94.34627086020811
2220250626010005,3-5-7,0.0142372201215184,0,0.1142857142857142,2025_H1,70.2384307796563
2220250626030011,2-4-7,0.0779519274294185,0,0.0571428571428571,2025_H1,12.82841916776784
2220250812010002,2-3-4,0.0077750571708464,0,0.2285714285714285,2025_H2,128.6164176065009
2220250812010002,3-4-7,0.0042031625244973,0,0.6,2025_H2,237.91609155527493
2220250812030002,2-3-4,0.0889633639303278,0,0.2,2025_H2,11.240582143264682
2220250812030002,2-3-6,0.0054043203376879,0,0.4571428571428571,2025_H2,185.03714389880605
2220250812030011,2-3-4,0.0054892443325617,0,0.1142857142857142,2025_H2,182.1744377578696
2220250812030011,2-3-7,0.008534573054376,0,0.5142857142857142,2025_H2,117.17047749532848
2220250818010003,2-3-6,0.0111477346044379,0,0.3428571428571428,2025_H2,89.70432428503466
2220250818010003,3-5-6,0.0053281637669886,0,0.6285714285714286,2025_H2,187.6819188996485
2220250818010006,1-3-6,0.0080267307429722,0,0.3142857142857143,2025_H2,124.58372306502862
2220250818010006,1-6-7,0.0015791393826717001,0,0.7714285714285715,2025_H2,633.2563236489796
2220250818010006,3-4-6,0.0049883156382694,0,0.6,2025_H2,200.46846922199387
2220250818010006,4-6-7,0.0012391866741843,0,0.9714285714285714,2025_H2,806.9809180753613
2220250818020003,2-3-6,0.0083629051992508,0,0.2857142857142857,2025_H2,119.57567091512482
2220250818020003,3-5-6,0.0047038436453459,0,0.6285714285714286,2025_H2,212.59210029003088
2220250818020006,1-6-7,0.0020557961327087,0,0.7428571428571429,2025_H2,486.42955597080936
2220250818020006,4-6-7,0.0021322308359827,0,0.9714285714285714,2025_H2,468.99237321043677
2220250818030003,2-3-6,0.0184320310123536,0,0.6,2025_H2,54.25338093939705
2220250818030006,2-3-4,0.0209348967568979,0,0.1142857142857142,2025_H2,47.767133108526416
2220250818030006,2-4-7,0.0039788142832092996,0,0.6,2025_H2,251.33115768183154
2220250818030006,3-4-6,0.0072210651737586,0,0.5428571428571428,2025_H2,138.48372448347465
2220250818030006,4-6-7,0.0032614117542078,0,0.9714285714285714,2025_H2,306.61568528102055
2220250901020008,3-4-6,0.0069876805363637004,0,0.6857142857142857,2025_H2,143.10900373822574
2220250901020008,4-5-6,0.0042695784252438,0,1.0,2025_H2,234.215161405051
2220250901030007,1-3-7,0.024042527453630502,0,0.5428571428571428,2025_H2,41.59296487978
2220250901030008,2-3-6,0.0026714970742586,0,0.8,2025_H2,374.32195215018993
2220250901030008,3-4-6,0.0011695748484622,0,0.9428571428571428,2025_H2,855.0115465588515
2320250112030002,1-2-3,0.0041297857865651,0,0.5714285714285714,2025_H1,242.1433100121491
2320250112030002,1-3-5,0.019864888331541,0,0.4571428571428571,2025_H1,50.3400765869005
2320250112030003,1-2-3,0.0178787338903104,0,0.2285714285714285,2025_H1,55.93237228850765
2320250112030003,1-2-4,0.0378074401617541,0,0.2857142857142857,2025_H1,26.44982034545669
2320250112030003,1-3-7,0.0063574014251546,0,0.5714285714285714,2025_H1,157.29697294923952
2320250112030003,1-4-7,0.0161678793334391,0,0.6571428571428571,2025_H1,61.85103063775082
2320250112030011,1-5-7,0.021777276246052902,0,0.1714285714285714,2025_H1,45.91942484915892
2320250112030011,4-5-7,0.0095914395835347,0,0.5714285714285714,2025_H1,104.2596360317659
2320250310020004,1-2-3,0.0117445078988576,0,0.2285714285714285,2025_H1,85.14618139916028
2320250310020004,2-3-4,0.0049968160327099,0,0.3714285714285714,2025_H1,200.12743984446323
2320250310020004,2-3-7,0.0326339321443078,0,0.1714285714285714,2025_H1,30.642951501461212
2320250310030003,2-3-5,0.064455386949942,0,0.2285714285714285,2025_H1,15.5146070378358
2320250310030003,2-4-5,0.1299894108669193,0,0.1142857142857142,2025_H1,7.692934319271444
2320250422030001,1-5-7,0.0226938290826374,0,0.2857142857142857,2025_H1,44.06484231279772
2320250614020003,1-3-5,0.1358629481463525,0,0.0857142857142857,2025_H1,7.36035846154901
2320250622020003,1-3-4,0.0938611459601343,0,0.0857142857142857,2025_H1,10.654035701042162
2320250622020003,1-4-6,0.0111424050236501,0,0.4285714285714285,2025_H1,89.74723121960376
2320250622030005,2-3-7,0.0089872043354339,0,0.6857142857142857,2025_H1,111.26930719237066
2320250622030005,2-6-7,0.0026215333149768,0,0.9714285714285714,2025_H1,381.4561479295371
2320250622030006,1-3-5,0.0484759105926,0,0.0857142857142857,2025_H1,20.628802796592606
2320250622030006,1-3-7,0.0122011819380731,0,0.4571428571428571,2025_H1,81.95927288646982
2320250722020003,1-3-5,0.0081633163655471,0,0.1714285714285714,2025_H2,122.49923379430128
2320250722020003,1-4-5,0.1098219309205138,0,0.5428571428571428,2025_H2,9.105649405525144
2320250722020003,3-5-6,0.0028554100941849,0,0.7142857142857143,2025_H2,350.2123922712608
2320250722020003,4-5-6,0.0045999709414078,0,1.0,2025_H2,217.3926776359058
2320250722020006,3-4-7,0.0077429997984317,0,0.1142857142857142,2025_H2,129.14891205376813
2320250722030001,1-2-3,0.0221616461345477,0,0.1428571428571428,2025_H2,45.12300187128717
2320250722030001,1-3-7,0.1241071401537615,0,0.0285714285714285,2025_H2,8.057554132349344
2320250722030005,1-3-7,0.0172336923323297,0,0.4,2025_H2,58.02587052828145
2320250820010001,2-3-4,0.0026553776728556,0,0.5714285714285714,2025_H2,376.5942638677825
2320250820020001,2-3-4,0.0070929680053939,0,0.1142857142857142,2025_H2,140.98470474412724
