month,race_id,trio_key,group_score_percentile,role_ok,top3_spread,unordered_role_set,group_market_p,effective_group_odds,entropy_norm,hhi,rank1_conditional_share,rank6_conditional_share,rank1_to_rank6_share_ratio,group_hit,winner_odds_rank,rank1_exact_hit
2024_01,3520240101020001,2-3-7,0.2571428571428571,0,0,BANTE+OTHER+OTHER,0.004976022662897708,200.9637149477261,0.9917673226982099,0.17158222868488232,0.2030420682887922,0.130686223221767,1.5536608472053055,0,,0
2024_01,3520240101020001,2-4-6,0.8285714285714286,0,0,BANTE+OTHER+OTHER,0.012112474335119205,82.55951445862515,0.9501161284447661,0.20001406867274635,0.31852256600286105,0.10090719797241914,3.156589147286822,0,,0
2024_01,3520240101020001,2-6-7,0.8571428571428571,0,0,OTHER+OTHER+OTHER,0.011839398105381017,84.46375323298733,0.8785142263520311,0.24442324378928235,0.3851906541649101,0.04953315796291891,7.776420281001834,0,,0
2024_01,3520240101020001,3-4-5,0.45714285714285713,1,0,BANTE+BANTE+BANTE,0.0022498848505737444,444.46719117424584,0.9061166984286418,0.22407605527806423,0.31871412187664433,0.0683854974723881,4.660551339928922,0,,0
2024_01,3520240101020001,3-5-7,0.4857142857142857,0,0,BANTE+BANTE+OTHER,0.004186599802239519,238.85731792780254,0.8284979004776792,0.2707785731065987,0.3828186717982603,0.03467042645116458,11.041648776298839,0,,0
2024_01,3520240101020001,4-5-6,0.9714285714285714,0,0,BANTE+BANTE+OTHER,0.0012889389399153106,775.8319413219874,0.9198378624176613,0.2150402311091494,0.3018033771641226,0.06981904396495342,4.322651242770049,0,,0
2024_01,3520240101020001,5-6-7,1.0,0,0,BANTE+OTHER+OTHER,0.0030744513722287393,325.26128369858634,0.8754876367557362,0.23819924020776392,0.33428014439501885,0.05193256558131225,6.436811674008811,0,,0
2024_01,3520240101030001,1-2-4,0.08571428571428572,0,0,BANTE+OTHER+OTHER,0.04955414213110889,20.179947770142594,0.931980548482851,0.2078464749206315,0.3102294683632548,0.07561649203849105,4.102669404517453,0,,0
2024_01,3520240101030001,1-2-7,0.22857142857142856,0,0,OTHER+OTHER+OTHER,0.019762141671726203,50.60180301362302,0.8238507863387385,0.2727978373381406,0.3635718454548645,0.03797532708139222,9.573896353166987,0,,0
2024_01,3520240101030001,1-4-5,0.2571428571428571,0,0,BANTE+BANTE+OTHER,0.016880802296275303,59.23889057220028,0.9752739743886191,0.1813281393162981,0.23403977617462746,0.09868833463527349,2.371503957783641,0,,0
2024_01,3520240101030001,1-5-7,0.42857142857142855,0,0,BANTE+OTHER+OTHER,0.007717624726363641,129.57354567707463,0.9151164816229032,0.21570489061237277,0.31102331093639424,0.05792915960889845,5.369028534786791,0,,0
2024_01,3520240101030001,2-3-4,0.14285714285714285,0,0,BANTE+BANTE+OTHER,0.027822980945386426,35.941511873328544,0.9337528881099095,0.2065827054627704,0.2970025075086946,0.07653136285633597,3.8807947019867557,0,,0
2024_01,3520240101030001,2-3-7,0.34285714285714286,0,0,BANTE+OTHER+OTHER,0.03774520427301027,26.493431927590613,0.8226011008285561,0.26543432401485123,0.3707459451687402,0.026510168493086878,13.985046728971962,0,,0
2024_01,3520240101030001,2-4-6,0.7714285714285715,0,0,BANTE+OTHER+OTHER,0.015639810438816543,63.939393889205576,0.9117540557508674,0.22616295189519417,0.37310737249646525,0.06431502874015384,5.801247077162898,0,,0
2024_01,3520240101030001,2-6-7,0.9142857142857143,0,0,OTHER+OTHER+OTHER,0.002522736403790007,396.3949616367609,0.900145066455884,0.23063883882161362,0.32701935981713154,0.08227614888662238,3.9746556473829195,0,,0
2024_01,3520240101030001,3-4-5,0.37142857142857144,1,0,BANTE+BANTE+BANTE,0.01077305171334094,92.82420864662124,0.9878198233936959,0.17391246508263586,0.22231269000074805,0.12105024715943884,1.8365323096609085,0,,0
2024_01,3520240101030001,3-5-7,0.5142857142857142,0,0,BANTE+BANTE+OTHER,0.015051364771129241,66.43915785750863,0.8691571426930482,0.2384354448854596,0.29713967038582756,0.03818900638970253,7.780764635603343,0,,0
2024_01,3520240101030001,4-5-6,0.9428571428571428,0,0,BANTE+BANTE+OTHER,0.007259989777630058,137.7412407771239,0.9653857614735646,0.18620413016403,0.22946840380683525,0.07990941547523576,2.871606586559858,0,,0
2024_01,3520240101030001,5-6-7,1.0,0,0,BANTE+OTHER+OTHER,0.0017722971797269576,564.2394579412812,0.942057463957346,0.20273587705134638,0.2852911825461459,0.08107918350820102,3.5186736003241714,0,,0
2024_01,3520240101010003,1-2-3,0.3142857142857143,1,0,BANTE+BANTE+BANTE,0.005592946715231935,178.79662562787902,0.9331378771987666,0.2055864877917423,0.2934310848897402,0.07368100440693576,3.982452292169335,0,,0
2024_01,3520240101010003,1-2-7,0.4,1,0,BANTE+BANTE+RYO,0.008561528560878339,116.80157262681708,0.8956127089788447,0.23256345474241558,0.3559701544624488,0.053505585575541054,6.652953156822808,0,,0
2024_01,3520240101010003,1-3-5,0.14285714285714285,0,0,BANTE+BANTE+OTHER,0.013154956241313595,76.01697654147,0.9691939375755111,0.1847863232720759,0.24589593694087325,0.09622014923773302,2.5555555555555554,0,,0
2024_01,3520240101010003,1-5-7,0.22857142857142856,0,0,BANTE+OTHER+RYO,0.023185374127787407,43.13063893161471,0.9505609498025965,0.1971342002161452,0.2904612661269442,0.08752440104882966,3.3186318631863188,0,,0
2024_01,3520240101010003,2-3-4,0.37142857142857144,0,0,BANTE+BANTE+OTHER,0.0015398020734733657,649.4341170383527,0.9776090790168014,0.18073794948509542,0.24850669465148312,0.12186320067515485,2.0392267171278062,0,,0
2024_01,3520240101010003,2-3-6,0.8857142857142857,0,0,BANTE+BANTE+OTHER,0.002792697946138979,358.07667685026286,0.943123437711572,0.20194916693692921,0.3069922781491666,0.08761312048817087,3.5039532485390166,0,,0
2024_01,3520240101010003,2-4-7,0.45714285714285713,0,0,BANTE+OTHER+RYO,0.002191068822311769,456.39826089301596,0.9334127141084045,0.20938278062149754,0.2955479905898432,0.09823542139970223,3.008568461138999,0,,0
2024_01,3520240101010003,2-6-7,0.9428571428571428,0,0,BANTE+OTHER+RYO,0.004119009252619488,242.7768277927633,0.9072326043514941,0.2214546856953567,0.30370351848213273,0.060740703696426535,5.000000000000001,0,,0
2024_01,3520240101010003,3-4-5,0.2,0,0,BANTE+OTHER+OTHER,0.0028037253568882503,356.6683154408043,0.971289602660726,0.18361036854741333,0.2467256178939262,0.10301425528433529,2.3950628698224854,0,,0
2024_01,3520240101010003,3-5-6,0.7714285714285715,0,0,BANTE+OTHER+OTHER,0.0076388621730745804,130.90954874468014,0.9654112568797724,0.18802055977123583,0.24973541254057366,0.1054886686035681,2.3674145843957164,0,,0
2024_01,3520240101010003,4-5-7,0.2857142857142857,0,0,OTHER+OTHER+RYO,0.003751254941679472,266.5774562238339,0.9208104462833436,0.21494374787081935,0.3075125668491568,0.06865839960700969,4.478877582485352,0,,0
2024_01,3520240101010003,5-6-7,0.8285714285714286,0,0,OTHER+OTHER+RYO,0.010327459005964537,96.8292393533064,0.9736662560565384,0.18266900654152526,0.25727066143307337,0.10012081019838788,2.5696022727272725,0,,0
2024_01,3520240101020003,1-2-3,0.6571428571428571,1,0,BANTE+BANTE+RYO,0.007173852067439153,139.39512420932448,0.7343002025902244,0.3354525230988289,0.41109041653525774,0.043198292952406445,9.516357903035082,0,,0
2024_01,3520240101020003,1-2-7,0.8285714285714286,0,0,BANTE+OTHER+RYO,0.002840263511350335,352.08000807100257,0.9664962093036195,0.18915148448202015,0.2944904781225163,0.11546494813736775,2.550475125768586,0,,0
2024_01,3520240101020003,1-3-5,0.6,1,0,BANTE+RYO+RYO,0.016084290433605524,62.17246599269693,0.692661981044298,0.3730218937026159,0.5279981751833766,0.024318611059000142,21.711691259931897,0,,0
2024_01,3520240101020003,1-5-7,0.7714285714285715,0,0,OTHER+RYO+RYO,0.004462152144974817,224.1071051613915,0.9833622333797919,0.17660798926814195,0.225216995352678,0.10856202851412675,2.0745466756212223,0,,0
2024_01,3520240101020003,2-3-4,0.08571428571428572,0,0,BANTE+BANTE+OTHER,0.05625099778013826,17.777462435574634,0.6694409468362199,0.3897648440209733,0.5612180883913802,0.015136984971976453,37.07594936708861,0,,0
2024_01,3520240101020003,2-3-6,0.6857142857142857,0,0,BANTE+BANTE+OTHER,0.003282747900615787,304.62284350632507,0.7662836036094959,0.3174365940857984,0.45830463034253927,0.030245089000125375,15.15302634224814,0,,0
2024_01,3520240101020003,2-4-7,0.2,0,0,BANTE+OTHER+OTHER,0.003851335756885913,259.6501741537521,0.9470234073387531,0.19995164067911997,0.28203675960196184,0.09296402355066818,3.0338269454123115,0,,0
2024_01,3520240101020003,2-6-7,0.8571428571428571,0,0,BANTE+OTHER+OTHER,0.0008394288040545238,1191.2862593824532,0.9756437857624262,0.18181957424318249,0.25806504542351033,0.11469483778148781,2.2500144768081536,0,,0
2024_01,3520240101020003,3-4-5,0.05714285714285714,0,0,BANTE+OTHER+RYO,0.21566792770080226,4.636758050493755,0.6249889534296446,0.4450919688389406,0.6307568588141755,0.0170391096438014,37.01818181818182,0,,0
2024_01,3520240101020003,3-5-6,0.6285714285714286,0,0,BANTE+OTHER+RYO,0.007770411844909814,128.6933073766319,0.7501896860836406,0.3436775010571479,0.5232971575818091,0.03949574510646575,13.249456521739132,0,,0
2024_01,3520240101020003,4-5-7,0.17142857142857143,0,0,OTHER+OTHER+RYO,0.008798926704818508,113.6502250271474,0.9624577730381818,0.18955946642559918,0.25821936320669303,0.1019075219366779,2.5338597023990275,0,,0
2024_01,3520240101020003,5-6-7,0.8,0,0,OTHER+OTHER+RYO,0.0014472060544695007,690.9866061654697,0.9637776924873803,0.18849035550459944,0.2515630818388404,0.0914746517838882,2.7500851540071043,0,,0
2024_01,3520240101030003,1-2-3,0.02857142857142857,1,1,BANTE+BANTE+BANTE,0.018794578077272753,53.20683422040981,0.9861368590875198,0.17513156187429388,0.22602278258858446,0.11862665530683217,1.9053287981859415,0,,0
2024_01,3520240101030003,1-2-7,0.11428571428571428,0,1,BANTE+BANTE+OTHER,0.04068316034526598,24.58019464351577,0.9909212128398527,0.17224076196439947,0.2182359279888935,0.1353351382973006,1.6125592417061612,1,5.0,0
2024_01,3520240101030003,1-3-5,0.22857142857142856,1,1,BANTE+BANTE+RYO,0.00931166014477284,107.39223558984338,0.9985486272905121,0.16751472565742184,0.18071889678799158,0.14416718871317208,1.2535369413878283,0,,0
2024_01,3520240101030003,1-5-7,0.42857142857142855,0,1,BANTE+OTHER+RYO,0.024413661090854334,40.960673463867025,0.9840217119161616,0.1763833271178978,0.23574336752370112,0.11461458719785617,2.0568356374807992,0,,0
2024_01,3520240101030003,2-3-4,0.17142857142857143,0,1,BANTE+BANTE+OTHER,0.002730419543002921,366.24408236552466,0.9414395722036925,0.20188007749978176,0.2865658982646272,0.0775244091319549,3.6964602693954256,0,,0
2024_01,3520240101030003,2-3-6,0.6285714285714286,0,1,BANTE+BANTE+OTHER,0.009617770600239479,103.9741995899861,0.9677416868791158,0.18652865817132006,0.2608397299116174,0.10782289970190995,2.4191496484767323,0,,0
2024_01,3520240101030003,2-4-7,0.37142857142857144,0,1,BANTE+OTHER+OTHER,0.0059032942284562824,169.39694368943915,0.8863395522335772,0.24009242555546373,0.38039319791665815,0.05628146233253029,6.758765358106084,0,,0
2024_01,3520240101030003,2-6-7,0.7428571428571429,0,1,BANTE+OTHER+OTHER,0.020839526573766223,47.98573501467385,0.9746583982806503,0.18146861163353875,0.23109254606176435,0.10209540081547569,2.263496143958869,0,,0
2024_01,3520240101030003,3-4-5,0.4857142857142857,0,1,BANTE+OTHER+RYO,0.0024221809012038827,412.85107957996684,0.9416747972428691,0.20032567287639688,0.2654844305635495,0.07522101899817743,3.529391572985498,0,,0
2024_01,3520240101030003,3-5-6,0.8571428571428571,0,1,BANTE+OTHER+RYO,0.007130326387271173,140.24603442910657,0.9925083564123205,0.17110213424789006,0.2006741327801186,0.12626822460284529,1.5892686652663737,0,,0
2024_01,3520240101030003,4-5-7,0.5714285714285714,0,1,OTHER+OTHER+RYO,0.0039202212828556345,255.0876411934489,0.8949806885780557,0.23004246858606586,0.3328967907225308,0.0574125479764754,5.798328108672936,0,,0
2024_01,3520240101030003,5-6-7,0.9714285714285714,0,1,OTHER+OTHER+RYO,0.020333009461914135,49.18111123063731,0.978794206079668,0.17879211726293698,0.2161510415560483,0.0987242233734429,2.189442815249267,0,,0
2024_01,3520240101040003,1-2-3,0.08571428571428572,1,0,BANTE+BANTE+RYO,0.01935718543888204,51.6604029628883,0.8048592239422357,0.28940312017852876,0.4275785363255127,0.03800418143533579,11.250828729281766,0,,0
2024_01,3520240101040003,1-2-7,0.2,0,0,BANTE+BANTE+OTHER,0.004063542658451429,246.09068589945332,0.952374917800233,0.19597879344829244,0.27798594267113064,0.09051879718386699,3.071030010556477,0,,0
2024_01,3520240101040003,1-3-5,0.14285714285714285,0,0,BANTE+OTHER+RYO,0.042404711060803166,23.582285434420776,0.9428299948048017,0.20291837400708598,0.3082747510686603,0.080036897309625,3.8516579406631757,0,,0
2024_01,3520240101040003,1-5-7,0.3142857142857143,0,0,BANTE+OTHER+OTHER,0.014621320305760242,68.39327633127893,0.9629820962386122,0.19004907994100867,0.26352622101069645,0.10837634306003681,2.431584362139917,0,,0
2024_01,3520240101040003,2-3-4,0.2857142857142857,0,0,BANTE+OTHER+RYO,0.06663077871488757,15.008079138306186,0.7103901540917454,0.37450514267005797,0.5592883070718125,0.028876688857291125,19.368159203980095,0,,0
2024_01,3520240101040003,2-3-6,0.6571428571428571,1,0,BANTE+RYO+RYO,0.017089023387832046,58.517094704898895,0.8150407847668619,0.2729366884913081,0.39595134359717993,0.028020081657104023,14.130984643179763,0,,0
2024_01,3520240101040003,2-4-7,0.45714285714285713,0,0,BANTE+OTHER+OTHER,0.003290864054376457,303.8715618380283,0.9850067853343233,0.1762665988658105,0.249329425883431,0.11904436866578667,2.0944243619235405,0,,0
2024_01,3520240101040003,2-6-7,0.7428571428571429,0,0,BANTE+OTHER+RYO,0.013114385018273049,76.25214591508797,0.7368269924212706,0.3533027470602995,0.534795203653673,0.0358476920543603,14.918539325842698,0,,0
2024_01,3520240101040003,3-4-5,0.4,0,0,OTHER+OTHER+RYO,0.05268842848007545,18.97949946216669,0.8445294888955229,0.2604867539147407,0.39056206398921095,0.032428054583045804,12.043956043956042,0,,0
2024_01,3520240101040003,3-5-6,0.6857142857142857,0,0,OTHER+RYO+RYO,0.04892637498302517,20.43887372295508,0.9774596035787129,0.18090957082214384,0.2568723664966569,0.12386402138511934,2.073825503355705,0,,0
2024_01,3520240101040003,4-5-7,0.5142857142857142,0,0,OTHER+OTHER+OTHER,0.0058399293538708985,171.2349481312076,0.897038440588355,0.23089973966894464,0.355592792983203,0.06708280357167432,5.300803992237317,0,,0
2024_01,3520240101040003,5-6-7,0.8285714285714286,0,0,OTHER+OTHER+RYO,0.07655317704371414,13.062815138671125,0.9090109927979844,0.22513206316725992,0.35972826484960696,0.057522685502112335,6.253676470588236,0,,0
2024_01,3520240101010004,1-3-6,0.8571428571428571,0,0,BANTE+OTHER+RYO,0.0021963608894030886,455.2985826804505,0.9511283717385198,0.19601773982195494,0.2593015761311216,0.09145479656991941,2.8352977192713915,0,,0
2024_01,3520240101010004,1-3-7,0.4,0,0,BANTE+BANTE+OTHER,0.002037397446029206,490.82225068503647,0.9656376180867607,0.1871984327598988,0.24810667120882296,0.09750596152664537,2.5445282249847163,0,,0
2024_01,3520240101010004,1-5-6,0.8,1,0,BANTE+BANTE+RYO,0.0019601214322821038,510.17247377155275,0.9683599069198424,0.18604303780997608,0.2714019171120645,0.10022360718507768,2.707963969116386,0,,0
2024_01,3520240101010004,1-5-7,0.34285714285714286,1,0,BANTE+BANTE+BANTE,0.0028254366268565317,353.92759847972957,0.9399497482879278,0.2041811008113498,0.29688849083259167,0.08437282723613393,3.5187690226580997,0,,0
2024_01,3520240101010004,3-4-6,0.7142857142857143,0,0,OTHER+OTHER+RYO,0.008006834501758028,124.89330206343519,0.7897390170220071,0.29881044410834584,0.3796463656061912,0.038043894674524376,9.979166666666668,0,,0
2024_01,3520240101010004,3-4-7,0.22857142857142856,0,0,BANTE+OTHER+OTHER,0.007876072344340542,126.96683781968603,0.7560600887962834,0.32126490369072713,0.4091832830210054,0.039516675749529516,10.354699003897794,0,,0
2024_01,3520240101010004,4-5-6,0.6857142857142857,0,0,BANTE+OTHER+RYO,0.011441536464737128,87.4008489228702,0.7153908937816081,0.3461332711378145,0.4482287925639328,0.03028967855860034,14.798070296347346,0,,0
2024_01,3520240101010004,4-5-7,0.17142857142857143,0,0,BANTE+BANTE+OTHER,0.012082686306656786,82.76305240574392,0.698675923317132,0.35744639048297644,0.4602903799416416,0.030326399860248005,15.177877428998505,0,,0
2024_01,3520240101020004,1-3-6,1.0,0,1,OTHER+OTHER+RYO,0.004307305123907836,232.1637244711241,0.9843266131024586,0.17593414899241425,0.2293788751248529,0.10976038331184809,2.089814814814815,0,,0
2024_01,3520240101020004,1-3-7,0.8857142857142857,0,1,BANTE+OTHER+RYO,0.002461700971608912,406.2231812608916,0.9978263146661968,0.1679491687678914,0.18146100335350038,0.14569333703418227,1.2454996710723043,0,,0
2024_01,3520240101020004,1-5-6,0.6857142857142857,0,1,BANTE+OTHER+RYO,0.002996444120321936,333.7288999377571,0.927969550747198,0.2128327083116748,0.32427822538446244,0.08378350089171696,3.8704305971120068,0,,0
2024_01,3520240101020004,1-5-7,0.3142857142857143,1,1,BANTE+BANTE+RYO,0.008516574885388152,117.41809512127878,0.9838865995609539,0.1766052097868181,0.23774271999773006,0.1248090072679132,1.9048522634860399,0,,0
2024_01,3520240101020004,3-4-6,0.9428571428571428,0,1,OTHER+OTHER+OTHER,0.0033909890105185986,294.8992158034348,0.9765753122242466,0.17993991424832403,0.2355824091071902,0.09230589302066915,2.5521925133689845,0,,0
2024_01,3520240101020004,3-4-7,0.7428571428571429,0,1,BANTE+OTHER+OTHER,0.005631147957546302,177.58368409764475,0.9374406781026686,0.20631527511011138,0.3028376049483279,0.09090732024355262,3.3312785388127852,0,,0
2024_01,3520240101020004,4-5-6,0.4857142857142857,0,1,BANTE+OTHER+OTHER,0.002605144206635012,383.85590995427873,0.9341260265777657,0.20893561985122647,0.31039744640954514,0.0951179780541077,3.2632889466276933,0,,0
2024_01,3520240101020004,4-5-7,0.2,0,1,BANTE+BANTE+OTHER,0.015375418466198769,65.03888022289567,0.9817868229648947,0.17795066773037752,0.2305628711146196,0.12045523665720395,1.914095870906502,0,,0
2024_01,3520240101030004,1-3-6,0.8571428571428571,0,0,BANTE+OTHER+OTHER,0.0070018907385236305,142.81856677627235,0.7962621774049484,0.2990188488338718,0.46243212503662845,0.032534115957125194,14.21376027693639,0,,0
2024_01,3520240101030004,1-3-7,0.4,0,0,BANTE+BANTE+OTHER,0.13542702639105797,7.384050485701489,0.9026253487136727,0.21877520690835253,0.2776545870447735,0.03949482689200138,7.030150753768845,0,,0
2024_01,3520240101030004,1-5-6,0.45714285714285713,0,0,BANTE+OTHER+RYO,0.002594383015773568,385.448098418818,0.79800019273241,0.3051595862217534,0.47610189515980317,0.03707278089535968,12.842357213601847,0,,0
2024_01,3520240101030004,1-5-7,0.05714285714285714,1,0,BANTE+BANTE+RYO,0.055048083411515056,18.165936723435827,0.9226209009491411,0.21249796490517295,0.29486290742188986,0.0664053738746904,4.440347071583514,0,,0
2024_01,3520240101030004,3-4-6,0.9428571428571428,0,0,OTHER+OTHER+OTHER,0.0028627281716776987,349.31713387721027,0.8673941145147416,0.2449565967701942,0.3377522985391304,0.05304862781633613,6.366843261403282,0,,0
2024_01,3520240101030004,3-4-7,0.4857142857142857,0,0,BANTE+OTHER+OTHER,0.042933719671264095,23.291715874068757,0.8065279512036365,0.29562279563273186,0.4598599052385103,0.04174536624799889,11.015831134564646,0,,0
2024_01,3520240101030004,4-5-6,0.5142857142857142,0,0,OTHER+OTHER+RYO,0.0013718569547916796,728.9389731977216,0.9064443299440811,0.22478754939377052,0.30627736956626184,0.06826479530682032,4.486607894884608,0,,0
2024_01,3520240101030004,4-5-7,0.08571428571428572,0,0,BANTE+OTHER+RYO,0.017802960235321706,56.17043383695058,0.9475178566678825,0.2008879708213059,0.30679655794573557,0.10009794817472203,3.0649635036496345,1,2.0,0
2024_01,3520240101040004,1-3-6,0.6571428571428571,0,1,BANTE+OTHER+OTHER,0.04052605533778031,24.67548325799557,0.733863792621993,0.33025248702216276,0.40281987573436545,0.02181643928756032,18.4640522875817,0,,0
2024_01,3520240101040004,1-3-7,0.08571428571428572,0,1,BANTE+BANTE+OTHER,0.009516408202700187,105.08166302873177,0.899550812800248,0.22783168277271817,0.3308322892277865,0.06385894958330349,5.180672268907562,0,,0
2024_01,3520240101040004,1-5-6,0.7142857142857143,0,1,BANTE+BANTE+OTHER,0.01972300633442424,50.7022095437152,0.7944823404076006,0.2919101161523342,0.37615204028611904,0.031635736588307116,11.890099009900993,0,,0
2024_01,3520240101040004,1-5-7,0.22857142857142856,1,1,BANTE+BANTE+BANTE,0.006282341179477706,159.1763279693665,0.906173976936028,0.22519825298832366,0.3364497051549881,0.06955818538370752,4.836953455571227,0,,0
2024_01,3520240101040004,3-4-6,0.8857142857142857,0,1,OTHER+OTHER+RYO,0.027226736735899114,36.72860283257801,0.9082383721549788,0.21935839459396705,0.28938885457185376,0.04748253980293873,6.094637223974765,0,,0
2024_01,3520240101040004,3-4-7,0.4,0,1,BANTE+OTHER+RYO,0.025177995675507752,39.717220262006954,0.9085935631937964,0.2213565375469655,0.3362741506903687,0.05231193942010482,6.428248587570621,0,,0
2024_01,3520240101040004,4-5-6,1.0,0,1,BANTE+OTHER+RYO,0.010237262042476778,97.68236818113748,0.9403357524365045,0.20047848862989048,0.2708873627394442,0.0706776413791018,3.8327165062916353,0,,0
2024_01,3520240101040004,4-5-7,0.5428571428571428,1,1,BANTE+BANTE+RYO,0.010606440480258305,94.28233740257093,0.9391330062188874,0.20118516980430481,0.2523976762341603,0.07205110614782405,3.5030367988567344,0,,0
2024_01,3520240101010005,1-2-5,0.3142857142857143,0,0,BANTE+OTHER+RYO,0.03995836411785761,25.026049541229707,0.9051972138259566,0.22585418849061845,0.34966532959608176,0.0641851426929794,5.447761194029851,0,,0
2024_01,3520240101010005,1-2-6,0.6,0,0,BANTE+OTHER+RYO,0.0032492273152190314,307.76547867737895,0.9303965790712804,0.210450110045457,0.3244456936843312,0.08317199075972462,3.900900900900901,0,,0
2024_01,3520240101010005,1-2-7,0.42857142857142855,1,0,BANTE+BANTE+RYO,0.012721340216504985,78.60806982448084,0.9820785206410059,0.17827472945659958,0.25640135228758143,0.13137636796525037,1.9516550522648084,0,,0
2024_01,3520240101010005,1-4-5,0.7714285714285715,0,0,OTHER+RYO+RYO,0.02077105511496863,48.14391924073956,0.888739012960124,0.2370895818074227,0.37170189067557186,0.058903910138099126,6.310309278350514,0,,0
2024_01,3520240101010005,1-4-6,0.9142857142857143,0,0,OTHER+RYO+RYO,0.001819540739242826,549.5892333887148,0.9523039871333874,0.19593023712088914,0.27891071655690675,0.09070222231544521,3.075015247001423,0,,0
2024_01,3520240101010005,1-4-7,0.8,1,0,BANTE+RYO+RYO,0.006333732130182492,157.8847951643934,0.9626252123970989,0.19111408626959941,0.29318189562718794,0.10846735024900916,2.7029506570790978,0,,0
2024_01,3520240101010005,2-3-5,0.05714285714285714,0,0,BANTE+BANTE+OTHER,0.019366994898930335,51.63423676304223,0.8830394875894073,0.24156576851243733,0.35771498244917105,0.06615738169846944,5.407030527289548,0,,0
